Nr,P1,P2,P3,P4
3785,259,576,579,563
3786,26,458,564,99
3787,1000,601,720,558
3788,488,506,571,54
3789,372,341,578,424
3790,147,579,509,413
3791,343,467,763,327
3792,795,613,550,468
3793,141,536,751,164
3794,927,510,595,406
3795,228,482,514,471
3796,801,382,688,649
3797,727,538,663,406
3798,49,489,734,270
3799,537,517,753,197
3800,736,579,607,538
3801,421,487,576,210
3802,160,388,605,687
3803,309,370,626,387
3804,319,588,698,253
3805,798,336,518,345
3806,426,455,599,445
3807,832,507,800,172
3808,528,515,561,556
3809,226,369,693,519
3810,632,396,563,533
3811,443,445,594,468
3812,345,520,520,101
3813,914,512,607,336
3814,202,598,752,206
3815,557,523,719,205
3816,408,545,522,390
3817,634,615,622,611
3818,744,494,658,587
3819,33,550,751,243
3820,45,581,504,729
3821,699,369,588,224
3822,733,466,536,378
3823,568,451,614,514
3824,877,380,500,460
3825,774,503,818,707
3826,710,573,526,645
3827,477,576,656,346
3828,254,451,674,384
3829,629,393,731,536
3830,947,586,644,109
3831,842,497,751,714
3832,128,513,802,542
3833,987,444,683,149
3834,883,440,613,384
3835,734,443,515,223
3836,528,531,827,506
3837,216,497,777,669
3838,743,573,760,648
3839,944,478,539,345
3840,767,519,511,192
3841,731,574,619,216
3842,671,589,593,718
3843,395,529,831,422
3844,608,457,684,667
3845,617,445,655,398
3846,394,355,729,431
3847,220,353,505,145
3848,126,577,797,513
3849,168,555,565,252
3850,906,478,774,240
3851,292,514,579,518
3852,713,467,593,318
3853,749,542,679,633
3854,905,648,751,452
3855,869,517,638,462
3856,691,579,559,677
3857,631,535,624,373
3858,756,564,785,522
3859,871,414,529,149
3860,308,431,617,747
3861,221,639,619,540
3862,561,486,690,141
3863,253,595,720,637
3864,445,494,857,621
3865,415,529,773,684
3866,522,551,532,517
3867,852,431,529,597
3868,268,469,637,183
3869,647,666,730,585
3870,135,454,578,120
3871,94,511,537,557
3872,142,431,669,292
3873,565,524,589,611
3874,939,569,853,615
3875,927,507,863,318
3876,598,538,618,212
3877,160,462,577,327
3878,474,430,708,628
3879,419,485,577,560
3880,818,485,526,505
3881,632,383,631,520
3882,797,464,521,388
3883,489,468,570,307
3884,106,541,820,522
3885,193,487,822,748
3886,448,499,687,386
3887,391,397,536,737
3888,56,444,765,390
3889,559,566,837,379
3890,6,495,590,226
3891,657,432,512,186
3892,711,538,658,436
3893,841,577,807,602
3894,461,441,724,386
3895,406,520,502,717
3896,801,579,595,330
3897,161,557,533,583
3898,446,538,838,522
3899,101,550,819,479
3900,278,443,788,541
3901,371,533,862,335
3902,33,343,678,581
3903,77,531,555,470
3904,759,432,588,650
3905,872,578,715,714
3906,185,452,570,590
3907,410,540,645,173
3908,145,471,801,308
3909,702,417,673,379
3910,133,555,730,706
3911,996,581,859,378
3912,658,409,552,393
3913,717,414,741,285
3914,941,544,862,598
3915,24,458,500,453
3916,757,443,822,490
3917,913,509,786,254
3918,271,635,791,307
3919,388,610,626,339
3920,917,438,764,256
3921,689,497,621,550
3922,855,578,684,337
3923,960,605,770,207
3924,63,430,645,376
3925,99,475,719,376
3926,556,609,905,585
3927,51,593,538,676
3928,500,450,535,254
3929,978,617,587,440
3930,941,578,622,283
3931,866,509,725,220
3932,586,499,796,570
3933,143,498,505,420
3934,188,574,626,323
3935,198,522,600,719
3936,990,523,760,228
3937,740,491,588,292
3938,814,457,851,404
3939,132,552,555,394
3940,330,475,581,727
3941,220,725,901,672
3942,122,586,887,413
3943,91,445,607,393
3944,179,497,904,564
3945,346,735,698,699
3946,524,561,755,559
3947,70,547,906,533
3948,922,546,529,667
3949,94,604,866,648
3950,858,307,788,249
3951,586,469,849,407
3952,690,457,780,336
3953,315,421,518,646
3954,619,540,732,594
3955,421,536,522,581
3956,674,342,568,530
3957,536,534,926,344
3958,600,455,929,604
3959,976,759,845,439
3960,436,398,801,306
3961,352,493,524,425
3962,755,634,849,724
3963,691,460,673,529
3964,442,385,749,510
3965,417,475,561,468
3966,239,514,594,398
3967,755,597,736,329
3968,939,528,959,415
3969,200,488,922,484
3970,488,409,701,741
3971,64,447,533,354
3972,475,521,701,286
3973,294,383,711,620
3974,890,456,933,576
3975,184,458,739,396
3976,799,458,932,586
3977,239,559,645,549
3978,54,428,821,545
3979,904,619,949,402
3980,639,437,757,442
3981,572,526,677,406
3982,958,435,674,465
3983,792,487,804,685
3984,842,378,756,363
3985,19,461,643,431
3986,271,526,780,735
3987,95,384,608,673
3988,688,480,883,349
3989,531,739,742,304
3990,956,542,964,356
3991,182,554,569,634
3992,743,515,573,686
3993,189,526,991,323
3994,887,390,928,737
3995,728,475,657,315
3996,495,524,607,388
3997,809,518,715,625
3998,534,436,528,463
3999,780,351,874,609
4000,150,549,860,293
4001,481,530,500,265
4002,983,568,500,370
4003,875,333,501,567
4004,389,388,503,648
4005,140,514,501,677
4006,464,579,500,558
4007,400,608,505,263
4008,594,339,503,515
4009,724,456,505,606
4010,276,614,506,346
4011,480,472,506,424
4012,29,480,500,570
4013,427,397,500,660
4014,537,540,502,288
4015,757,455,509,604
4016,734,369,500,577
4017,49,609,507,333
4018,414,484,505,734
4019,586,574,500,294
4020,452,456,502,695
4021,457,497,518,392
4022,600,483,501,324
4023,302,507,501,619
4024,696,615,509,287
4025,755,646,508,662
4026,622,415,505,499
4027,442,523,507,628
4028,227,710,511,537
4029,824,492,518,731
4030,202,384,515,308
4031,20,445,508,325
4032,568,452,507,629
4033,506,587,507,309
4034,289,446,527,489
4035,204,584,525,517
4036,858,500,514,512
4037,890,470,518,359
4038,585,412,509,410
4039,51,547,523,380
4040,323,537,513,515
4041,803,573,512,661
4042,342,592,519,514
4043,263,316,518,336
4044,854,570,524,307
4045,829,434,500,415
4046,969,441,508,717
4047,282,458,500,655
4048,703,572,505,560
4049,941,423,546,605
4050,511,499,546,612
4051,442,458,548,342
4052,128,538,511,683
4053,86,456,544,528
4054,381,495,528,662
4055,276,468,544,448
4056,856,552,539,702
4057,867,539,516,438
4058,828,590,520,695
4059,568,491,542,692
4060,634,537,523,715
4061,820,422,517,323
4062,476,493,561,568
4063,172,499,505,571
4064,757,407,546,483
4065,643,395,517,403
4066,959,425,548,656
4067,168,486,537,393
4068,390,467,524,634
4069,125,488,557,523
4070,89,410,515,682
4071,435,557,503,700
4072,702,596,500,689
4073,464,495,548,671
4074,219,339,516,685
4075,306,449,531,332
4076,323,624,558,364
4077,129,621,569,347
4078,486,395,538,634
4079,583,566,548,376
4080,402,483,511,714
4081,400,435,537,439
4082,360,580,542,417
4083,795,530,582,734
4084,569,445,513,382
4085,255,577,574,578
4086,533,477,550,693
4087,274,454,511,601
4088,475,540,533,538
4089,325,495,547,356
4090,491,304,530,383
4091,310,417,532,414
4092,152,544,532,473
4093,230,602,590,413
4094,261,480,551,378
4095,371,548,518,631
4096,357,550,585,446
4097,713,312,566,704
4098,720,555,575,738
4099,138,452,525,695
4100,209,554,509,698
4101,659,416,546,466
4102,545,493,537,734
4103,886,523,584,644
4104,928,411,525,666
4105,246,448,528,424
4106,361,449,574,620
4107,581,531,503,656
4108,149,526,591,504
4109,211,434,541,578
4110,873,538,514,463
4111,899,626,552,721
4112,384,556,611,541
4113,421,503,510,704
4114,825,383,607,678
4115,255,614,525,366
4116,429,569,583,700
4117,761,517,588,575
4118,430,547,615,693
4119,867,436,588,697
4120,140,486,568,437
4121,608,479,527,706
4122,509,488,574,409
4123,800,475,529,556
4124,844,543,604,670
4125,33,487,619,447
4126,959,516,621,588
4127,925,459,571,403
4128,794,486,593,603
4129,233,629,512,387
4130,315,465,616,396
4131,748,455,604,532
4132,496,436,586,413
4133,566,417,580,707
4134,134,545,598,442
4135,70,525,552,669
4136,455,440,554,589
4137,49,580,610,530
4138,619,491,541,610
4139,555,453,619,694
4140,851,573,503,704
4141,78,521,554,439
4142,415,432,568,515
4143,350,542,597,487
4144,944,560,615,575
4145,669,455,578,617
4146,809,508,635,596
4147,48,578,560,518
4148,539,547,510,442
4149,530,525,561,566
4150,595,440,604,562
4151,453,524,580,606
4152,677,545,628,576
4153,806,445,611,469
4154,728,364,565,608
4155,799,405,530,743
4156,826,441,516,551
4157,471,494,534,411
4158,535,555,596,541
4159,298,527,573,606
4160,250,530,572,729
4161,919,580,511,750
4162,615,397,614,577
4163,165,466,557,536
4164,884,576,529,656
4165,470,361,570,642
4166,787,679,576,627
4167,533,501,594,530
4168,17,453,548,745
4169,202,504,625,689
4170,406,539,594,746
4171,22,629,578,585
4172,310,512,668,625
4173,703,361,602,503
4174,91,457,642,687
4175,54,460,596,658
4176,199,460,653,611
4177,102,659,559,502
4178,487,435,610,736
4179,413,413,591,597
4180,521,577,537,646
4181,14,618,676,605
4182,961,556,623,716
4183,928,591,577,565
4184,297,649,543,508
4185,813,607,570,524
4186,235,489,598,475
4187,652,520,652,658
4188,948,448,621,641
4189,21,559,510,595
4190,846,445,516,735
4191,348,477,662,675
4192,865,619,602,537
4193,441,507,589,711
4194,966,503,521,613
4195,607,415,668,522
4196,199,525,585,687
4197,72,271,518,713
4198,567,543,596,515
4199,502,384,574,521
4200,904,522,549,492
4201,774,392,558,640
4202,117,544,679,573
4203,179,438,611,680
4204,581,390,590,614
4205,122,609,522,725
4206,23,501,511,703
4207,481,548,514,580
4208,430,494,688,580
4209,849,489,563,731
4210,777,423,586,720
4211,237,648,587,585
4212,654,426,639,528
4213,856,529,505,523
4214,378,417,635,595
4215,607,507,575,680
4216,998,561,609,676
4217,764,462,618,483
4218,896,435,508,571
4219,495,557,673,549
4220,728,423,708,662
4221,614,453,690,614
4222,203,512,530,645
4223,809,489,707,587
4224,207,559,501,475
4225,420,464,723,700
4226,794,540,557,711
4227,106,472,705,508
4228,456,465,660,700
4229,931,555,547,564
4230,300,566,628,667
4231,925,452,549,544
4232,483,417,628,563
4233,137,472,624,529
4234,790,541,647,670
4235,961,662,595,707
4236,939,466,540,637
4237,777,434,592,592
4238,172,507,692,630
4239,65,551,647,570
4240,669,485,594,574
4241,335,603,565,631
4242,74,585,501,732
4243,951,591,721,610
4244,998,511,610,712
4245,794,526,521,674
4246,373,498,533,614
4247,401,353,629,720
4248,213,620,649,625
4249,722,405,716,723
4250,148,407,640,649
4251,701,544,606,723
4252,529,536,633,566
4253,102,463,554,548
4254,202,542,710,735
4255,32,515,748,626
4256,980,584,755,609
4257,678,555,525,717
4258,455,374,690,564
4259,527,367,704,578
4260,101,601,714,708
4261,500,567,607,647
4262,465,668,611,556
4263,779,504,564,680
4264,976,560,505,549
4265,780,559,719,610
4266,20,452,570,527
4267,612,654,653,673
4268,193,535,507,518
4269,114,424,624,545
4270,282,598,686,690
4271,66,565,741,667
4272,532,382,589,657
4273,657,512,516,697
4274,223,487,706,679
4275,671,518,758,728
4276,758,567,590,666
4277,816,470,608,702
4278,157,494,777,605
4279,236,520,767,586
4280,709,508,617,530
4281,619,430,734,704
4282,38,593,666,642
4283,595,511,628,632
4284,993,462,563,669
4285,984,502,552,642
4286,786,448,771,539
4287,964,393,620,587
4288,985,518,666,580
4289,743,562,511,711
4290,341,435,514,708
4291,834,433,775,636
4292,502,455,661,683
4293,409,574,581,611
4294,322,471,602,545
4295,611,441,507,669
4296,484,485,759,588
4297,374,456,640,692
4298,127,531,782,632
4299,520,342,726,712
4300,236,577,629,567
4301,425,584,598,712
4302,80,577,752,557
4303,679,499,539,694
4304,309,432,531,613
4305,212,408,712,716
4306,750,402,564,676
4307,589,471,518,680
4308,902,583,563,667
4309,573,596,769,699
4310,888,472,764,564
4311,729,497,571,586
4312,738,487,747,703
4313,443,299,667,708
4314,514,354,539,605
4315,399,499,532,600
4316,718,554,716,705
4317,371,500,781,581
4318,574,587,718,616
4319,388,547,556,665
4320,335,554,747,682
4321,599,608,571,658
4322,230,442,584,629
4323,607,533,664,736
4324,695,372,546,679
4325,992,492,634,576
4326,300,443,762,680
4327,335,499,631,690
4328,259,564,786,674
4329,84,465,699,737
4330,571,474,586,609
4331,295,554,500,670
4332,855,398,821,733
4333,943,521,726,750
4334,717,501,736,599
4335,396,413,693,736
4336,301,580,739,642
4337,567,556,795,628
4338,335,411,823,743
4339,613,486,566,594
4340,34,465,803,719
4341,31,483,640,682
4342,172,509,505,675
4343,108,451,671,641
4344,433,588,754,692
4345,675,485,740,678
4346,962,588,699,687
4347,441,421,623,633
4348,191,620,559,728
4349,204,419,610,637
4350,427,453,687,644
4351,405,397,580,684
4352,915,519,817,637
4353,682,583,786,627
4354,889,391,851,721
4355,808,471,568,624
4356,378,548,568,744
4357,73,428,805,696
4358,627,453,670,720
4359,287,462,740,717
4360,232,612,738,720
4361,132,470,636,690
4362,614,551,580,612
4363,95,534,545,630
4364,783,531,618,675
4365,189,531,798,700
4366,470,461,545,652
4367,613,513,557,743
4368,406,329,567,704
4369,594,489,753,750
4370,546,564,752,738
4371,264,585,732,633
4372,504,441,514,748
4373,380,511,631,695
4374,830,458,720,732
4375,387,507,792,654
4376,464,498,854,685
4377,983,522,871,667
4378,999,398,834,713
4379,607,402,699,716
4380,968,602,718,638
4381,730,592,648,670
4382,274,341,675,646
4383,173,583,671,712
4384,95,625,544,722
4385,139,460,717,667
4386,926,449,722,668
4387,797,493,651,695
4388,149,429,777,678
4389,998,513,764,736
4390,217,561,684,673
4391,516,533,865,725
4392,782,512,658,661
4393,612,471,634,686
4394,238,410,711,653
4395,212,426,651,704
4396,6,504,664,648
4397,562,465,840,649
4398,686,520,721,684
4399,494,475,679,683
4400,955,459,596,724
4401,838,406,733,723
4402,809,570,698,667
4403,809,502,584,739
4404,783,368,643,746
4405,191,492,595,747
4406,904,522,830,669
4407,788,598,680,689
4408,931,475,709,741
4409,152,473,710,669
4410,515,427,870,718
4411,47,542,517,741
4412,105,452,781,705
4413,216,494,612,677
4414,176,660,630,713
4415,890,551,778,709
4416,689,560,584,682
4417,322,612,889,702
4418,897,547,723,668
4419,601,447,729,705
4420,6,389,704,740
4421,916,558,878,714
4422,802,474,841,711
4423,334,448,830,697
4424,767,296,773,688
4425,551,551,549,689
4426,310,601,549,712
4427,892,388,669,699
4428,320,459,837,736
4429,191,436,566,681
4430,975,524,784,726
4431,78,391,887,696
4432,801,429,611,714
4433,148,505,760,715
4434,643,556,715,722
4435,662,438,880,697
4436,80,669,535,729
4437,826,539,854,749
4438,911,516,789,749
4439,413,353,500,724
4440,515,509,924,710
4441,282,500,780,748
4442,955,478,519,726
4443,127,443,723,733
4444,839,534,817,713
4445,922,546,914,750
4446,657,558,730,696
4447,27,464,521,720
4448,173,609,795,711
4449,543,568,682,724
4450,649,430,617,734
4451,429,562,844,730
4452,84,645,784,732
4453,313,437,755,707
4454,316,528,562,721
4455,115,394,566,708
4456,793,430,697,709
4457,227,503,637,737
4458,995,452,883,740
4459,421,469,645,725
4460,136,487,624,739
4461,22,538,960,730
4462,662,515,537,724
4463,644,575,612,723
4464,653,462,695,715
4465,548,430,885,729
4466,130,635,782,720
4467,19,471,666,731
4468,206,496,821,730
4469,89,539,635,720
4470,361,546,831,721
4471,168,403,550,727
4472,879,530,719,734
4473,217,541,963,741
4474,870,597,568,724
4475,634,364,964,735
4476,517,552,542,739
4477,319,574,960,736
4478,266,512,949,733
4479,819,454,786,730
4480,139,340,967,749
4481,74,589,549,734
4482,934,467,965,734
4483,436,451,816,740
4484,653,475,718,743
4485,792,487,578,743
4486,530,497,850,747
4487,341,534,729,740
4488,742,590,833,750
4489,727,502,803,739
4490,421,538,765,750
4491,451,650,624,749
4492,534,542,933,746
4493,169,568,772,749
4494,481,393,734,749
4495,314,460,619,745
4496,668,420,584,747
4497,370,479,562,750
4498,649,503,813,748
4499,750,529,589,750
4500,698,600,917,745
4501,139,459,500,196
4502,507,561,501,43
4503,937,499,500,729
4504,318,568,503,396
4505,240,490,501,506
4506,698,411,504,204
4507,231,457,504,472
4508,780,406,504,240
4509,560,526,504,535
4510,406,389,506,560
4511,996,606,501,169
4512,13,554,500,364
4513,398,549,502,506
4514,253,550,508,113
4515,746,418,513,691
4516,356,391,507,425
4517,107,498,509,416
4518,934,448,504,734
4519,901,450,512,142
4520,545,478,501,736
4521,765,413,516,750
4522,597,419,507,466
4523,582,441,507,159
4524,569,592,522,220
4525,503,426,524,188
4526,517,561,500,747
4527,922,522,521,360
4528,282,556,517,63
4529,623,568,525,712
4530,851,527,502,680
4531,546,399,517,527
4532,183,536,528,643
4533,647,511,519,183
4534,358,534,510,550
4535,3,536,516,250
4536,653,579,506,458
4537,12,448,528,218
4538,807,463,504,262
4539,159,533,532,433
4540,989,529,502,262
4541,199,460,538,400
4542,398,588,510,735
4543,771,598,524,81
4544,16,485,540,375
4545,709,549,534,503
4546,962,538,505,351
4547,711,641,532,640
4548,710,589,519,462
4549,444,455,502,615
4550,871,484,510,280
4551,639,464,519,225
4552,205,426,545,492
4553,741,410,528,135
4554,576,435,549,330
4555,186,662,551,318
4556,831,538,539,556
4557,502,439,533,294
4558,411,471,509,547
4559,119,589,554,394
4560,300,371,516,237
4561,624,399,545,546
4562,885,441,518,73
4563,305,442,515,337
4564,999,492,535,435
4565,199,594,560,662
4566,939,530,520,259
4567,719,477,531,707
4568,390,535,559,209
4569,755,418,559,633
4570,789,501,523,612
4571,194,504,551,347
4572,908,438,523,573
4573,160,445,554,351
4574,810,630,546,230
4575,71,423,544,361
4576,372,503,565,227
4577,663,456,537,367
4578,623,471,552,198
4579,436,435,519,585
4580,839,490,526,346
4581,955,456,532,524
4582,924,489,553,299
4583,152,481,527,247
4584,75,643,508,513
4585,61,553,509,372
4586,869,516,580,442
4587,492,516,564,645
4588,243,671,547,332
4589,343,573,519,220
4590,798,499,577,443
4591,733,537,522,243
4592,234,597,566,483
4593,871,550,508,280
4594,879,514,569,575
4595,774,528,502,725
4596,59,531,545,173
4597,955,474,533,681
4598,798,582,536,136
4599,436,628,565,577
4600,108,645,529,712
4601,693,492,584,525
4602,991,516,538,289
4603,849,407,575,208
4604,638,461,521,668
4605,958,444,584,208
4606,22,486,602,401
4607,30,415,511,429
4608,774,570,521,388
4609,382,468,601,406
4610,611,446,597,409
4611,536,455,556,552
4612,476,485,557,251
4613,537,505,611,718
4614,545,568,554,638
4615,837,417,501,526
4616,378,423,574,644
4617,692,432,572,669
4618,112,624,522,636
4619,910,528,565,655
4620,125,450,575,422
4621,247,395,570,510
4622,9,497,516,212
4623,382,662,616,229
4624,886,349,601,717
4625,170,484,578,680
4626,664,518,570,743
4627,445,561,623,348
4628,974,451,525,449
4629,560,455,619,182
4630,762,665,566,330
4631,672,413,513,586
4632,119,407,614,691
4633,744,560,568,573
4634,317,535,562,651
4635,826,437,615,465
4636,792,457,544,626
4637,169,574,628,689
4638,49,517,629,437
4639,716,458,612,548
4640,96,524,608,174
4641,701,455,635,158
4642,959,596,599,260
4643,162,396,603,705
4644,203,574,615,657
4645,869,566,548,222
4646,941,484,602,475
4647,187,505,522,373
4648,985,422,547,336
4649,984,655,586,607
4650,982,569,528,596
4651,613,461,638,216
4652,492,452,645,419
4653,73,429,631,277
4654,12,548,554,233
4655,334,426,519,531
4656,190,527,607,673
4657,10,443,539,225
4658,754,656,503,696
4659,692,591,525,695
4660,418,555,616,286
4661,295,689,579,249
4662,952,448,652,414
4663,535,568,633,446
4664,360,462,580,504
4665,454,441,515,672
4666,256,558,589,600
4667,727,601,519,282
